"","Abiotrophia","Acanthopleuribacter","Acetoanaerobium","Acetonema","Acholeplasma","Achromobacter","Acidaminococcus","Acidicapsa","Acidimicrobium","Acidiphilium","Acidithiobacillus","Acidobacterium","Acidothermus","Acidovorax","Acinetobacter","Actinobacillus","Actinomadura","Actinomyces","Actinospica","Actinotignum","Adlercreutzia","Aerococcus","Aeromonas","Aerosphaera","Aggregatibacter","Agrobacterium","Agromyces","Akkermansia","Alcaligenes","Alcanivorax","Algoriphagus","Alicyclobacillus","Alistipes","Alkalibacillus","Alkalimonas","Alkaliphilus","Allobaculum","Allofustis","Alloprevotella","Alloscardovia","Alteromonas","Aminobacter","Ammonifex","Amphibacillus","Anaerobacillus","Anaerobiospirillum","Anaerobranca","Anaerococcus","Anaerocolumna","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerolinea","Anaeroplasma","Anaerorhabdus","Anaerosinus","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaplasma","Aneurinibacillus","Anoxybacillus","Apibacter","Aquiflexum","Arcanobacterium","Arcobacter","Arenibacter","Arsenophonus","Arthrobacter","Arthrospira","Asaccharobacter","Asteroleplasma","Asticcacaulis","Atopobium","Azospira","Azotobacter","Bacillus","Bacteroides","Barnesiella","Bartonella","Basfia","Bdellovibrio","Bergeyella","Bifidobacterium","Bilophila","Blattabacterium","Blautia","Bordetella","Bosea","Brachybacterium","Brachyspira","Bradyrhizobium","Brenneria","Brevibacillus","Brevibacterium","Brevundimonas","Brucella","Brumimicrobium","Buchnera","Bulleidia","Burkholderia","Butyricimonas","Butyrivibrio","Caldanaerobius","Caldicellulosiruptor","Caldicoprobacter","Caldilinea","Caldisericum","Caldithrix","Caminicella","Campylobacter","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Capnocytophaga","Cardiobacterium","Carnobacterium","Catabacter","Catonella","Caulobacter","Cellulosilyticum","Cellulosimicrobium","Chitinophaga","Chloracidobacterium","Chloroherpeton","Christensenella","Chryseobacterium","Chryseolinea","Chrysiogenes","Chthonomonas","Citrobacter","Clavibacter","Cloacibacillus","Cloacibacterium","Clostridioides","Clostridium","Cocleimonas","Cohnella","Collimonas","Collinsella","Comamonas","Conexibacter","Coprobacillus","Coprobacter","Coprococcus","Coprothermobacter","Coraliomargarita","Coriobacterium","Corynebacterium","Coxiella","Cronobacter","Cryptobacterium","Cucumibacter","Cupriavidus","Cytophaga","Dactylosporangium","Dehalobacter","Dehalococcoides","Dehalogenimonas","Deinococcus","Delftia","Dendrosporobacter","Dermabacter","Desulfarculus","Desulfatibacillum","Desulfatiglans","Desulfitobacterium","Desulfobacca","Desulfobotulus","Desulfobulbus","Desulfohalobium","Desulfomicrobium","Desulfomonile","Desulfonispora","Desulfosarcina","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Desulfurispirillum","Desulfuromonas","Dethiosulfovibrio","Devosia","Dialister","Dickeya","Dietzia","Dolosigranulum","Domibacillus","Dorea","Draconibacterium","Dyadobacter","Dysgonomonas","Ectothiorhodospira","Effusibacillus","Eggerthella","Eggerthia","Elizabethkingia","Elusimicrobium","Empedobacter","Emticicia","Endozoicomonas","Enhydrobacter","Enteractinococcus","Enterobacter","Enterococcus","Enterovibrio","Eremococcus","Erysipelatoclostridium","Erysipelothrix","Escherichia","Ethanoligenens","Eubacterium","Exiguobacterium","Facklamia","Faecalibacterium","Faecalicoccus","Faecalitalea","Fastidiosipila","Ferrimicrobium","Ferrithrix","Fervidobacterium","Filibacter","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Flexithrix","Fluviicola","Fodinicurvata","Fructobacillus","Fusobacterium","Garciella","Gardnerella","Geitlerinema","Gemella","Gemmatimonas","Gemmiger","Geoalkalibacter","Geobacillus","Geobacter","Geofilum","Geopsychrobacter","Gimesia","Globicatella","Gloeobacter","Gluconacetobacter","Gluconobacter","Glutamicibacter","Glycomyces","Gordonia","Gordonibacter","Gottschalkia","Gracilibacillus","Gracilimonas","Granulicatella","Haemophilus","Halanaerobium","Haliangium","Haliscomenobacter","Halobacteriovorax","Halobacteroides","Halolactibacillus","Halomonas","Halothermothrix","Halothiobacillus","Hapalosiphon","Hathewaya","Helcococcus","Helicobacter","Heliophilum","Herbaspirillum","Hespellia","Hirschia","Histophilus","Holdemanella","Holdemania","Holophaga","Humibacter","Hungatella","Hydrogenophaga","Hydrogenophilus","Hymenobacter","Hyphomicrobium","Hyphomonas","Iamia","Idiomarina","Ignavibacterium","Insolitispirillum","Intestinibacter","Jannaschia","Janthinobacterium","Jatrophihabitans","Jejuia","Jeotgalicoccus","Jonquetella","Kandleria","Kangiella","Kerstersia","Kineosporia","Klebsiella","Kluyvera","Kocuria","Kofleria","Komagataeibacter","Kopriimonas","Kribbella","Kroppenstedtia","Ktedonobacter","Kurthia","Kytococcus","Laceyella","Lachnoanaerobaculum","Lachnoclostridium","Lacibacter","Lactobacillus","Lactococcus","Lactonifactor","Lautropia","Leadbetterella","Legionella","Lentisphaera","Leptonema","Leptospira","Leptotrichia","Leuconostoc","Listeria","Lonsdalea","Luteolibacter","Lysinibacillus","Mageeibacillus","Mahella","Mannheimia","Maribacter","Marichromatium","Marinifilum","Marinimicrobium","Mariniphaga","Marinobacter","Marinobacterium","Marinomonas","Marivirga","Marvinbryantia","Megamonas","Meganema","Megasphaera","Meiothermus","Melioribacter","Meniscus","Mesoaciditoga","Mesorhizobium","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Methylobacillus","Methylobacter","Methylobacterium","Methylococcus","Methylogaea","Methylomicrobium","Methylophaga","Methylophilus","Methylotenera","Methylovorus","Micavibrio","Microbacter","Microbacterium","Micrococcus","Micromonospora","Microscilla","Mitsuokella","Mobiluncus","Mogibacterium","Moorella","Moraxella","Morganella","Moritella","Mycobacterium","NA","Mycoplasma","Myroides","Natranaerobius","Natronincola","Nautilia","Neisseria","Nevskia","Niabella","Nitratiruptor","Nitriliruptor","Nitrobacter","Nitrosomonas","Nitrosospira","Nitrospira","Niveispirillum","Nocardia","Nocardioides","Nocardiopsis","Nodosilinea","Nonomuraea","Novosphingobium","Nubsella","Oceanimonas","Oceaniserpentilla","Oceanobacillus","Ochrobactrum","Odoribacter","Oenococcus","Ohtaekwangia","Oligella","Olsenella","Opitutus","Ornithinimicrobium","Oscillibacter","Owenweeksia","Oxalobacter","Oxalophagus","Oxobacter","Paenibacillus","Paeniclostridium","Paludibacter","Pandoraea","Pantoea","Papillibacter","Parabacteroides","Paraburkholderia","Paraclostridium","Paracoccus","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurella","Patulibacter","Pectinatus","Pediococcus","Pedobacter","Pedomicrobium","Pelobacter","Peptococcus","Peptoniphilus","Peptostreptococcus","Persicobacter","Phascolarctobacterium","Phenylobacterium","Phocaeicola","Photobacterium","Photorhabdus","Phycisphaera","Planococcus","Plesiomonas","Polaromonas","Pontibacillus","Ponticaulis","Porphyromonas","Prevotella","Prolixibacter","Propionibacterium","Propionimicrobium","Propionispira","Propionivibrio","Prosthecobacter","Prosthecomicrobium","Proteiniphilum","Proteus","Providencia","Pseudobacteroides","Pseudobutyrivibrio","Pseudoclavibacter","Pseudoflavonifractor","Pseudohongiella","Pseudomonas","Pseudonocardia","Pseudopedobacter","Psychrobacillus","Psychrobacter","Pullulanibacillus","Pusillimonas","Pyramidobacter","Rahnella","Renibacterium","Rheinheimera","Rhodanobacter","Rhodobacter","Rhodobium","Rhodococcus","Rhodoferax","Rhodoplanes","Rhodospirillum","Rhodothermus","Rickettsia","Riemerella","Rikenella","Rivularia","Robinsoniella","Romboutsia","Roseburia","Rothia","Rouxiella","Rubrobacter","Rudaea","Ruminiclostridium","Ruminobacter","Ruminococcus","Rummeliibacillus","Runella","Saccharibacillus","Saccharicrinis","Saccharofermentans","Saccharospirillum","Salinibacter","Salinibacterium","Salinicoccus","Salinisphaera","Salisaeta","Salmonella","Sanguibacter","Scardovia","Schwartzia","Sedimenticola","Sediminibacterium","Segetibacter","Selenihalanaerobacter","Selenomonas","Sharpea","Shewanella","Shigella","Shimwellia","Shinella","Sideroxydans","Simkania","Singulisphaera","Slackia","Sneathia","Sodalis","Soehngenia","Solibacillus","Solirubrobacter","Solitalea","Solobacterium","Sphaerimonospora","Sphaerobacter","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Spiroplasma","Spongiibacter","Sporobacter","Sporocytophaga","Sporolactobacillus","Sporomusa","Sporosarcina","Staphylococcus","Stella","Stenotrophomonas","Steroidobacter","Streptococcus","Streptomyces","Subdoligranulum","Succinatimonas","Succinispira","Succinivibrio","Sulfobacillus","Sulfuricurvum","Sulfurimonas","Sulfuritalea","Sulfurospirillum","Sulfurovum","Sutterella","Suttonella","Symbiobacterium","Synechococcus","Synergistes","Syntrophobacter","Syntrophococcus","Syntrophomonas","Syntrophus","Tannerella","Telluria","Tepidanaerobacter","Tepidimicrobium","Tepidimonas","Tepidiphilus","Terrimonas","Terrisporobacter","Tessaracoccus","Tetragenococcus","Thauera","Thermacetogenium","Thermaerobacter","Thermincola","Thermoactinomyces","Thermoanaerobacter","Thermobaculum","Thermobrachium","Thermodesulfatator","Thermodesulfobium","Thermoflavimicrobium","Thermoleophilum","Thermomonas","Thermosinus","Thermosipho","Thermosulfidibacter","Thermotoga","Thermus","Thioalkalivibrio","Thiomonas","Thiorhodococcus","Thiothrix","Tissierella","Tolumonas","Trichococcus","Trigonala","Truepera","Tsukamurella","Turicella","Tyzzerella","Uliginosibacterium","NA","NA","NA","Ureaplasma","Ureibacillus","Vagococcus","Varibaculum","Variovorax","Veillonella","Verrucomicrobium","Vibrio","Victivallis","Virgibacillus","Viridibacillus","Vitreoscilla","Weissella","Wigglesworthia","Xanthomonas","Xenorhabdus","Yersinia","Youngiibacter","Zoogloea","Zymomonas"
"ERR1075183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769645,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0.0538752,0,0,0,0,0.0307858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0.0230894,0,0,0,0.307858,0.0153929,0,0,0,0,0.415608,0,0.00769645,0.0769645,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0.00769645,0,1.06211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0.13084,0,0,0,0,0,0,0,0,0.0307858,0,0,0,0.446394,0,0,0,0,0,0,0,0,0.00769645,0.00769645,0,0,0,0,0,0,0,0.0153929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78665,0,0.0461787,0,0,0.0692681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153929,0,0,0,0.0538752,0,0,0.153929,0,0,0,0,0,0,0,0,5.07966,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223197,0,0,0,0,0,0,0.0615716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0.0230894,0,0.0384823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461787,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10883,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153929,0,0,0.0153929,0,0,0,0,0.00769645,0,0.00769645,0,0,0,0.0769645,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0.0769645,13.9691,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,27.9843,6.42654,0,0,0,0,0,0,0,0.00769645,0,0,0.00769645,0,0,0,0,0.523359,0.00769645,0,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0.00769645,0.0153929,0,0,0,0.261679,0,0.0615716,0,0,0,0,1.40075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0.0230894,0,0,0,0,0.0153929,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45732,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.200108,0,0.0153929,0,0,0,0,0,0,0,0,0.00769645,0,0,0,0,0
"ERR1089863",0,0,0,0,0,0,0.617854,0,0,0,0,0,0,0,5.9187,0.00577434,0,0.0230974,0,0,0,0,0.00577434,0,0.00577434,0,0,0.127035,0,0,0,0,8.87516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115487,0,0.017323,0.0115487,0,0,0,0,0,0.0230974,0,0.103938,0,0,0,0,0.00577434,0.00577434,0,0,0,0,0,0,0,0,0,0,0,0,2.07876,24.3157,0.721792,0,0,0,0,7.8993,0.0692921,0,0.513916,0,0,0,0,0,0,0.0288717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00577434,0,0,0,0,0,0,0,0,0,0.017323,0,0,0,0,0,0,0,0,0,0.179005,0,0,0,0,0,0,0.0635177,0,0.190553,0,0,0,0.017323,0,0,0,0,0,0,0,0,0,0,0,0,0.0288717,0,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0.467721,0,0,0,0,0.0115487,0,0,0,0,0.0981638,0.0115487,0,0,0,0,0.0808407,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0.369558,0,0,0,0.300266,0.00577434,0,0.895023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0.0115487,0,0,0,0,0,0,0,0.167456,0,0,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0.225199,0.13281,0,0,0,0,0,0,0,0,0,0,0,0,0.409978,0,0,0,0,0.0115487,0,0,0,0,0,0,0,0.0115487,0,0,0,0,0,0,0.00577434,0,0,0,1.14332,0,0.0288717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034646,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103938,0,0,0,0,0,0,0.00577434,0,0,0,NA,0,0.00577434,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61104,0,0,0,0.0115487,0,0,2.13651,0.00577434,0,0,0,0,0,0,0,0,0,5.98221,0,0,0,0,0,0.0230974,0,0,0,0,0,0.0115487,0,0,0.0115487,0.167456,0,0,0,0,0,0,0,0,0,0,0,0.017323,0,2.8583,0.444624,0,0,0,0,0,0,0,0.00577434,0.0519691,0,0,0,0,0,0,0.490819,0,0,0,15.481,0,0,0,0,0.0115487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115487,0.0115487,0,0,0,0.554337,0,0.0288717,0,0.00577434,0,0.034646,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0.0461947,0,0,0,0,0,0,0,0,0,0.017323,0,0.00577434,0,0,0,1.38584,0,0,0,0,0.121261,0,0.288717,0,0.277168,0,0,0,0,0,0,0,0,0,0,0,0.0115487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404204,0,0,0,0,0,0,0.0115487,0,NA,NA,NA,0,0,0,0.0635177,0,0.034646,0,0,0,0,0.00577434,0,0,0,0,0,0,0,0,0
"ERR1089865",0,0,0,0,0,0.00682128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8281,0,0,0,0,7.72169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136426,0,0.218281,0.197817,0,0,0,0,0,0,0.122783,0.395634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470668,36.2142,0.0136426,0,0,0,0,0,0.231924,0,2.68076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0272851,0,0,0,0,0,0,0.0886767,0,0,0,0,0,0,0,0,0,0.0818554,0,0,0,0,0,0,0.354707,0,0.0136426,0,0,0,0,0,0,0,0,0,0,0,0,0.0272851,0,0,0,0,0,0,0,0.00682128,0.0204638,0,0,0,0,0,0,0,0.00682128,0.0204638,0,0,0,0,0,0,0,0,0,0,0,0.272851,0.00682128,0,0,0,0,0.204638,0,0,0,0,0,0,0,0,0,0,0,0,1.08458,0,0,0,0.0682128,0.00682128,0.00682128,1.603,0,0,0,0,0,0,0,0,0.0272851,0,0,0,0,0,0,0,0,0,0.00682128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32196,0,0.0204638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682128,0,0,0,0,0.00682128,0,0.00682128,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654843,0,0,0,0,0,0,1.39154,0,0,0,0,0.238745,0,0.00682128,0,0,0,0.00682128,0,0,0,0,0,1.5075,0,0,0,0,0.0272851,0,0,0,0,0.102319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613915,0.0545703,0,0,0,0,0,0.0272851,0,0,0,0,0,0,0,0.0204638,0,0.00682128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682128,0,0,0,1.52115,0.00682128,0,0,0,0.879945,0,0.436562,0,0,0,0.00682128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682128,0,0.784447,0,0,0,0,0.0136426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272851,0,0,0.00682128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341064,0,0,0,0,0,0,0.634379,0,NA,NA,NA,0.00682128,0,0,0,0,0,0.00682128,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1089869",0,0,0,0,0.00298784,0,0.218112,0,0,0,0,0,0,0,0.00597568,0.00298784,0,0.0268906,0,0,0,0,0.00298784,0,0,0,0,0.017927,0,0,0,0,0.283845,0,0,0.00597568,0,0,0,0,0,0,0,0,0,0,0,2.75778,0.0209149,0,0.00597568,0,0.00896352,0.00298784,0.00298784,0,0,0.101587,0.00896352,0,0,0,0,0,0,0.0776838,0,0,0,0,0,0,0,0,0,0,0,0.0298784,33.6909,0,0,0,0,0,7.44271,0.017927,0.00298784,2.34545,0,0,0,0,0,0,0.00597568,0,0,0,0,0,0,0,0,0.00298784,0,0,0,0.0209149,0,0,0.00298784,0.0956109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.00298784,0.00298784,0,0,0,0,0,0,0,0,0.074696,0,0,0,0.0209149,0,0,0.00298784,0,0.0149392,0,0,0,0.0149392,0,0,0,0,0,0,0,0,0.0209149,0,0,0,0.00896352,0,0,0,0,0,0,0,0,0,0.00298784,0,0,0.00597568,0,0,0.00298784,0,0,0,0,0.540799,0,0.00597568,0,0,0,0.00298784,0,0.00298784,0,0,0.00298784,0,0,0,0,0,0,0,0,0,0.00597568,0,0,0.648361,0.00298784,0,0,0.191222,0,0,7.89387,0,0.00597568,0,0,0,0,0,0,1.3266,0,0,0,0,0,0,0,0,0,0,0.00298784,0,0,0,0,0,0.00298784,0,0,0,0,0,0,0,0.00298784,0,0,0,0,0,0.00298784,0.283845,0,0,0,0.00298784,0,0,0.00298784,0,0,0,0,0.0657325,0.00298784,0,0,0,0,0,0.00298784,0.00298784,0,0,0,0,0.00298784,0,0,0.00298784,0.00597568,0,0.00896352,0,0.418298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298784,0,0,0,0,0.00298784,0,0,0,0,0.409334,0,0.0209149,0.00298784,0,0,0,0.00298784,0,0.00597568,0,0,0,0,0,0,0,0.00896352,0,0,0,0,0,0,0,0.00298784,0,0,0,0,0,0,0,0,0.0119514,0,0,0,0,0,0,0,0,0.00597568,0,0,0,0,0,0.00298784,0,0,0.00298784,0.00298784,0.00298784,0,0,0,0,0.218112,0,0,0.0119514,0,0,NA,0,0,0,0,0,0,0,0,0.00298784,0,0,0.0298784,0,0,0,0,0.00597568,0,0,0,0,0,0,0,0.00298784,0,0.00597568,0,0,0,0.017927,0,0,0.0687203,0,0,0,0,0.00597568,0,0.00298784,0.00597568,0,0,4.28456,0,0,0,0.00298784,0,9.04419,0,0,0,0,0.00896352,0,0,0,0.00896352,3.50772,0.00896352,0,0,0,0,0,0,0,0,0,0,0.00298784,0,1.78374,0.633422,0,0,0,0,0,0,0,0.00298784,0,0,0,0.00298784,0,0,0,0.6633,0,0,0,0.00298784,0,0,0,0,0.0209149,0,0,0,0,0.00298784,0,0,0,0,0,0,0,0,0,0,0.597568,0,0,0,0,0.0806717,0,0.074696,0,0,0,0,0,0,0,0.00298784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597568,0,0,0,0,0,0,0.00896352,0,0,0,0,0.00298784,0,0,0,0,0.0149392,0,0.00298784,0,0,0,0.0119514,0,0,0,0,0.00896352,0,0.00597568,0,0.0537811,0,0,0,0,0,0,0,0,0.00298784,0.00298784,0.00298784,0.00298784,0,0.00298784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358541,0,0,0.00298784,0,0,0,0,0,0.00597568,0,0,0,0,0,0,0,0,0,0,0,0.00298784,0,0,0.00597568,1.43715,0,0,0,0.00597568,0,0,0.0687203,0.0298784,NA,NA,NA,0,0,0,0.247991,0,0.274881,0,0,0,0,0,0,0,0,0,0,0,0,0.00298784,0
"ERR1089872",0,0,0,0,0,0,0.0104069,0,0,0,0,0,0.00346897,0,0.0693794,0,0,0.0173449,0,0,0,0,0,0,0,0,0.00346897,11.0972,0,0,0,0,4.44375,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0.00346897,0.267111,0.0381587,0,0.00693794,0.00346897,0.00693794,0,0,0.0832553,0.0867243,0,0,0,0,0,0,0,0,0,0.00346897,0.131821,0,0,0.00693794,0,0,0,0,0.492594,13.7926,0.00693794,0,0,0,0,0.534221,0.0312207,0,3.47244,0,0,0,0,0,0,0.0173449,0.0208138,0.00693794,0,0,0,0.00346897,0,0,0.00346897,0,0,0.00346897,0.0346897,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00346897,0,0,0,0.00693794,0,0.00693794,0,0,0.0381587,0,0.0104069,0,0,0,0,0,0,0,1.13782,0,0,0,0,0,0,0.00693794,0,2.26871,0,0,0,0,0,0,0,0,0,0,0,0,0.0485656,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0.00346897,0,0,0.00346897,0,0,0.00346897,0,0,0,0,0.0173449,0,0,0,0,0.00693794,0,0,0,0,0,0.222014,0,0,0,0,0,0,0,0,0,3.48978,0,0,3.92341,0,0,0.0208138,2.69192,0,0,4.92247,0,0,0,0,0,0.00346897,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346897,0,0.00346897,0,0,0,0,0,0.00346897,0,0,0.00693794,0.00693794,0,0,0.00693794,0.00346897,0,0,0,0,0,0,0,0,0,0,0.00693794,0,0,0,0.00346897,0,0,0,0,0.232421,0,0,0,0,0,0,0,0,0,0,0.00346897,0,0.763173,0,0,0,0,0,0,0,0,0,0,0,0,8.81465,0,0,0,0,0,0,0,0,0,0,1.0511,0,2.41787,0.00346897,0.00346897,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693794,0,0.00346897,0,0,0,0,0,0.00346897,0,0,NA,0.00346897,0,0,0,0,0.0173449,0,0,0,0,0,0.00693794,0,0,0,0,0,0,0,0.00346897,0,0,0,0,0,0,0.881118,0,0,0,0,0,0,2.06057,0.00346897,0,0,0,0.0104069,0,0,0,0,0,0.0346897,0,0,0,0,0,1.12048,0,0,0,0,0.0173449,0.0242828,0,0.00346897,0,0.00346897,0.00346897,0,0,0,0,0,0,0.00346897,0,0,0,0.00346897,0,0.0138759,0.0242828,0.00346897,0,0,0,0,0.0242828,0,0,0,0,0,0,0,0,0,0.0242828,0,0,0,0,0,0,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832553,0.0659104,0,0.00346897,0,4.1142,0,0.509939,0,0,0,0,0.0104069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346897,0,0.0138759,0,0.00346897,0,0.00693794,0,1.21067,0,0,0,0.00346897,0.0173449,0,0.0242828,0,0.0832553,0.0208138,0,0,0,0,0,0,0,0.00346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156104,0,0,0.00346897,0,0,0.00346897,0,0,0.0242828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346897,0,0.00346897,0,0,0.0208138,0.0104069,NA,NA,NA,0,0,0,0,0,0.00346897,0.0277518,0,0,0,0,0,0.00346897,0,0,0,0,0,0,0
